Registro;Versão;Data;Hora;Evento;Info;Descrição;
002041;08.08;01/02/25;13:34:17;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002042;08.08;01/02/25;13:34:20;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002043;08.08;01/02/25;13:34:20;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002044;08.08;01/02/25;13:51:43;PWN Internal Log                ;_A0_03_03_03_03;????;
002045;08.08;01/02/25;13:52:06;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002046;08.08;01/02/25;13:52:10;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002047;08.08;01/02/25;13:52:10;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002048;08.08;01/02/25;14:09:33;PWN Internal Log                ;_A0_03_03_03_03;????;
002049;08.08;01/02/25;14:09:56;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002050;08.08;01/02/25;14:10:00;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002051;08.08;01/02/25;14:10:00;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002052;08.08;01/02/25;14:27:22;PWN Internal Log                ;_A0_03_03_03_03;????;
002053;08.08;01/02/25;14:27:45;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002054;08.08;01/02/25;14:27:49;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002055;08.08;01/02/25;14:27:49;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002056;08.08;01/02/25;14:45:12;PWN Internal Log                ;_A0_03_03_03_03;????;
002057;08.08;01/02/25;14:45:35;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002058;08.08;01/02/25;14:45:39;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002059;08.08;01/02/25;14:45:39;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002060;08.08;01/02/25;15:03:02;PWN Internal Log                ;_A0_03_03_03_03;????;
002061;08.08;01/02/25;15:03:25;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002062;08.08;01/02/25;15:03:29;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002063;08.08;01/02/25;15:03:29;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002064;08.08;01/02/25;15:20:52;PWN Internal Log                ;_A0_03_03_03_03;????;
002065;08.08;01/02/25;15:21:15;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002066;08.08;01/02/25;15:21:19;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002067;08.08;01/02/25;15:21:19;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002068;08.08;01/02/25;15:38:41;PWN Internal Log                ;_A0_03_03_03_03;????;
002069;08.08;01/02/25;15:39:05;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002070;08.08;01/02/25;15:39:08;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002071;08.08;01/02/25;15:39:08;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002072;08.08;01/02/25;15:56:31;PWN Internal Log                ;_A0_03_03_03_03;????;
002073;08.08;01/02/25;15:56:54;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002074;08.08;01/02/25;15:56:58;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002075;08.08;01/02/25;15:56:58;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002076;08.08;01/02/25;16:14:21;PWN Internal Log                ;_A0_03_03_03_03;????;
002077;08.08;01/02/25;16:14:44;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002078;08.08;01/02/25;16:14:47;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002079;08.08;01/02/25;16:14:47;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002080;08.08;01/02/25;16:32:10;PWN Internal Log                ;_A0_03_03_03_03;????;
002081;08.08;01/02/25;16:32:33;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002082;08.08;01/02/25;16:32:37;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002083;08.08;01/02/25;16:32:37;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002084;08.08;01/02/25;16:50:00;PWN Internal Log                ;_A0_03_03_03_03;????;
002085;08.08;01/02/25;16:50:23;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002086;08.08;01/02/25;16:50:27;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002087;08.08;01/02/25;16:50:27;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002088;08.08;01/02/25;17:07:50;PWN Internal Log                ;_A0_03_03_03_03;????;
002089;08.08;01/02/25;17:08:13;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002090;08.08;01/02/25;17:08:17;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002091;08.08;01/02/25;17:08:17;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002092;08.08;01/02/25;17:19:23;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002093;08.08;01/02/25;17:25:48;PWN Internal Log                ;_A0_03_03_03_03;????;
002094;08.08;01/02/25;17:26:11;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002095;08.08;01/02/25;17:26:15;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002096;08.08;01/02/25;17:26:15;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002097;08.08;01/02/25;17:43:38;PWN Internal Log                ;_A0_03_03_03_03;????;
002098;08.08;01/02/25;17:44:01;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002099;08.08;01/02/25;17:44:05;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002100;08.08;01/02/25;17:44:05;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002101;08.08;01/02/25;18:01:28;PWN Internal Log                ;_A0_03_03_03_03;????;
002102;08.08;01/02/25;18:01:51;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002103;08.08;01/02/25;18:01:55;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002104;08.08;01/02/25;18:01:55;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002105;08.08;01/02/25;18:19:18;PWN Internal Log                ;_A0_03_03_03_03;????;
002106;08.08;01/02/25;18:19:41;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002107;08.08;01/02/25;18:19:45;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002108;08.08;01/02/25;18:19:45;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002109;08.08;01/02/25;18:37:08;PWN Internal Log                ;_A0_03_03_03_03;????;
002110;08.08;01/02/25;18:37:31;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002111;08.08;01/02/25;18:37:34;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002112;08.08;01/02/25;18:37:34;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002113;08.08;01/02/25;18:54:57;PWN Internal Log                ;_A0_03_03_03_03;????;
002114;08.08;01/02/25;18:55:20;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002115;08.08;01/02/25;18:55:24;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002116;08.08;01/02/25;18:55:24;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002117;08.08;01/02/25;19:12:47;PWN Internal Log                ;_A0_03_03_03_03;????;
002118;08.08;01/02/25;19:13:10;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002119;08.08;01/02/25;19:13:14;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002120;08.08;01/02/25;19:13:14;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002121;08.08;01/02/25;19:30:37;PWN Internal Log                ;_A0_03_03_03_03;????;
002122;08.08;01/02/25;19:31:00;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002123;08.08;01/02/25;19:31:03;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002124;08.08;01/02/25;19:31:03;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002125;08.08;01/02/25;19:48:26;PWN Internal Log                ;_A0_03_03_03_03;????;
002126;08.08;01/02/25;19:48:49;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002127;08.08;01/02/25;19:48:53;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002128;08.08;01/02/25;19:48:53;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002129;08.08;01/02/25;20:06:16;PWN Internal Log                ;_A0_03_03_03_03;????;
002130;08.08;01/02/25;20:06:39;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002131;08.08;01/02/25;20:06:43;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002132;08.08;01/02/25;20:06:43;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002133;08.08;01/02/25;20:24:06;PWN Internal Log                ;_A0_03_03_03_03;????;
002134;08.08;01/02/25;20:24:29;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002135;08.08;01/02/25;20:24:32;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002136;08.08;01/02/25;20:24:32;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002137;08.08;01/02/25;20:41:55;PWN Internal Log                ;_A0_03_03_03_03;????;
002138;08.08;01/02/25;20:42:18;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002139;08.08;01/02/25;20:42:22;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002140;08.08;01/02/25;20:42:22;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002141;08.08;01/02/25;20:59:45;PWN Internal Log                ;_A0_03_03_03_03;????;
002142;08.08;01/02/25;21:00:08;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002143;08.08;01/02/25;21:00:12;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002144;08.08;01/02/25;21:00:12;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002145;08.08;01/02/25;21:17:35;PWN Internal Log                ;_A0_03_03_03_03;????;
002146;08.08;01/02/25;21:17:58;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002147;08.08;01/02/25;21:18:01;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002148;08.08;01/02/25;21:18:01;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002149;08.08;01/02/25;21:35:24;PWN Internal Log                ;_A0_03_03_03_03;????;
002150;08.08;01/02/25;21:35:47;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002151;08.08;01/02/25;21:35:51;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002152;08.08;01/02/25;21:35:51;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002153;08.08;01/02/25;21:53:14;PWN Internal Log                ;_A0_03_03_03_03;????;
002154;08.08;01/02/25;21:53:37;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002155;08.08;01/02/25;21:53:41;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002156;08.08;01/02/25;21:53:41;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002157;08.08;01/02/25;22:11:04;PWN Internal Log                ;_A0_03_03_03_03;????;
002158;08.08;01/02/25;22:11:27;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002159;08.08;01/02/25;22:11:30;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002160;08.08;01/02/25;22:11:30;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002161;08.08;01/02/25;22:28:53;PWN Internal Log                ;_A0_03_03_03_03;????;
002162;08.08;01/02/25;22:29:16;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002163;08.08;01/02/25;22:29:20;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002164;08.08;01/02/25;22:29:20;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002165;08.08;01/02/25;22:46:43;PWN Internal Log                ;_A0_03_03_03_03;????;
002166;08.08;01/02/25;22:47:06;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002167;08.08;01/02/25;22:47:10;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002168;08.08;01/02/25;22:47:10;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002169;08.08;01/02/25;23:04:32;PWN Internal Log                ;_A0_03_03_03_03;????;
002170;08.08;01/02/25;23:04:56;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002171;08.08;01/02/25;23:04:59;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002172;08.08;01/02/25;23:04:59;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002173;08.08;01/02/25;23:22:22;PWN Internal Log                ;_A0_03_03_03_03;????;
002174;08.08;01/02/25;23:22:45;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002175;08.08;01/02/25;23:22:49;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002176;08.08;01/02/25;23:22:49;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002177;08.08;01/02/25;23:40:12;PWN Internal Log                ;_A0_03_03_03_03;????;
002178;08.08;01/02/25;23:40:35;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002179;08.08;01/02/25;23:40:39;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002180;08.08;01/02/25;23:40:39;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002181;08.08;01/02/25;23:58:01;PWN Internal Log                ;_A0_03_03_03_03;????;
002182;08.08;01/02/25;23:58:24;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002183;08.08;01/02/25;23:58:28;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002184;08.08;01/02/25;23:58:28;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002185;08.08;02/02/25;00:15:51;PWN Internal Log                ;_A0_03_03_03_03;????;
002186;08.08;02/02/25;00:16:14;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002187;08.08;02/02/25;00:16:18;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002188;08.08;02/02/25;00:16:18;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002189;08.08;02/02/25;00:33:41;PWN Internal Log                ;_A0_03_03_03_03;????;
002190;08.08;02/02/25;00:34:04;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002191;08.08;02/02/25;00:34:07;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002192;08.08;02/02/25;00:34:08;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002193;08.08;02/02/25;00:51:30;PWN Internal Log                ;_A0_03_03_03_03;????;
002194;08.08;02/02/25;00:51:53;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002195;08.08;02/02/25;00:51:57;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002196;08.08;02/02/25;00:51:57;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002197;08.08;02/02/25;01:09:20;PWN Internal Log                ;_A0_03_03_03_03;????;
002198;08.08;02/02/25;01:09:43;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002199;08.08;02/02/25;01:09:47;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002200;08.08;02/02/25;01:09:47;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002201;08.08;02/02/25;01:27:10;PWN Internal Log                ;_A0_03_03_03_03;????;
002202;08.08;02/02/25;01:27:33;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002203;08.08;02/02/25;01:27:36;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002204;08.08;02/02/25;01:27:36;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002205;08.08;02/02/25;01:44:59;PWN Internal Log                ;_A0_03_03_03_03;????;
002206;08.08;02/02/25;01:45:22;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002207;08.08;02/02/25;01:45:26;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002208;08.08;02/02/25;01:45:26;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002209;08.08;02/02/25;01:49:32;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002210;08.08;02/02/25;02:02:57;PWN Internal Log                ;_A0_03_03_03_03;????;
002211;08.08;02/02/25;02:03:20;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002212;08.08;02/02/25;02:03:24;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002213;08.08;02/02/25;02:03:24;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002214;08.08;02/02/25;02:20:47;PWN Internal Log                ;_A0_03_03_03_03;????;
002215;08.08;02/02/25;02:21:10;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002216;08.08;02/02/25;02:21:13;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002217;08.08;02/02/25;02:21:13;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002218;08.08;02/02/25;02:38:36;PWN Internal Log                ;_A0_03_03_03_03;????;
002219;08.08;02/02/25;02:38:59;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002220;08.08;02/02/25;02:39:03;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002221;08.08;02/02/25;02:39:03;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002222;08.08;02/02/25;02:56:26;PWN Internal Log                ;_A0_03_03_03_03;????;
002223;08.08;02/02/25;02:56:49;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002224;08.08;02/02/25;02:56:53;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002225;08.08;02/02/25;02:56:53;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002226;08.08;02/02/25;03:14:15;PWN Internal Log                ;_A0_03_03_03_03;????;
002227;08.08;02/02/25;03:14:39;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002228;08.08;02/02/25;03:14:42;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002229;08.08;02/02/25;03:14:42;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002230;08.08;02/02/25;03:32:05;PWN Internal Log                ;_A0_03_03_03_03;????;
002231;08.08;02/02/25;03:32:28;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002232;08.08;02/02/25;03:32:32;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002233;08.08;02/02/25;03:32:32;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002234;08.08;02/02/25;03:49:55;PWN Internal Log                ;_A0_03_03_03_03;????;
002235;08.08;02/02/25;03:50:18;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002236;08.08;02/02/25;03:50:22;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002237;08.08;02/02/25;03:50:22;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002238;08.08;02/02/25;04:07:44;PWN Internal Log                ;_A0_03_03_03_03;????;
002239;08.08;02/02/25;04:08:07;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002240;08.08;02/02/25;04:08:11;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002241;08.08;02/02/25;04:08:11;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002242;08.08;02/02/25;04:25:34;PWN Internal Log                ;_A0_03_03_03_03;????;
002243;08.08;02/02/25;04:25:57;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002244;08.08;02/02/25;04:26:01;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002245;08.08;02/02/25;04:26:01;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002246;08.08;02/02/25;04:43:24;PWN Internal Log                ;_A0_03_03_03_03;????;
002247;08.08;02/02/25;04:43:47;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002248;08.08;02/02/25;04:43:50;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002249;08.08;02/02/25;04:43:51;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002250;08.08;02/02/25;05:01:13;PWN Internal Log                ;_A0_03_03_03_03;????;
002251;08.08;02/02/25;05:01:36;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002252;08.08;02/02/25;05:01:40;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002253;08.08;02/02/25;05:01:40;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002254;08.08;02/02/25;05:19:03;PWN Internal Log                ;_A0_03_03_03_03;????;
002255;08.08;02/02/25;05:19:26;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002256;08.08;02/02/25;05:19:30;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002257;08.08;02/02/25;05:19:30;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002258;08.08;02/02/25;05:36:53;PWN Internal Log                ;_A0_03_03_03_03;????;
002259;08.08;02/02/25;05:37:16;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002260;08.08;02/02/25;05:37:19;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002261;08.08;02/02/25;05:37:20;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002262;08.08;02/02/25;05:54:42;PWN Internal Log                ;_A0_03_03_03_03;????;
002263;08.08;02/02/25;05:55:05;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002264;08.08;02/02/25;05:55:09;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002265;08.08;02/02/25;05:55:09;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002266;08.08;02/02/25;06:12:32;PWN Internal Log                ;_A0_03_03_03_03;????;
002267;08.08;02/02/25;06:12:55;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002268;08.08;02/02/25;06:12:59;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002269;08.08;02/02/25;06:12:59;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002270;08.08;02/02/25;06:30:22;PWN Internal Log                ;_A0_03_03_03_03;????;
002271;08.08;02/02/25;06:30:45;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
002272;08.08;02/02/25;06:30:48;PWN Internal Log                ;_07_00_00_00_03;Manter Vivo: Tempo esgotado;
002273;08.08;02/02/25;06:30:48;PWN Internal Log                ;_82_00_00_08_03;PWN Iniciou uma nova rede  <<<<<<<<<<<;
002274;08.08;02/02/25;06:48:11;PWN Internal Log                ;_A0_03_03_03_03;????;
002275;08.08;02/02/25;06:48:34;PWN Diconnected                 ;_00_00_00_00_03;Automação perdeu o PWN Servidor <<<<<;
